total_points,total_duration,difficulty_1,difficulty_2,difficulty_3,valid
23,50,29,53,11,0
6,36,16,25,0,1
5,29,7,26,10,1
6,15,15,59,17,0
24,13,19,49,9,0
14,55,5,25,24,0
19,40,12,2,1,1
12,13,5,24,5,1
20,26,9,57,13,0
15,7,39,49,1,0
9,54,11,35,27,0
4,47,13,25,13,0
19,38,4,24,23,0
30,8,38,59,26,0
19,12,5,40,24,0
27,13,39,20,12,0
5,6,16,32,5,1
2,23,39,47,6,0
15,29,18,56,9,0
20,42,18,6,26,0
4,15,34,27,29,0
1,1,27,48,23,0
7,4,5,16,27,0
16,38,20,60,12,0
8,18,35,54,0,0
8,46,31,11,17,0
21,43,38,39,21,0
24,20,27,52,14,0
11,30,18,26,0,1
3,2,19,9,21,0
28,37,24,25,21,0
6,12,3,31,16,1
11,44,3,47,5,1
16,2,15,51,18,0
7,51,39,10,4,0
9,15,1,6,9,1
16,45,35,14,30,0
27,13,3,38,18,0
0,55,0,36,18,0
7,40,12,3,9,1
9,17,21,52,25,0
0,31,10,37,3,1
1,51,23,53,10,0
8,16,6,23,16,1
29,1,6,19,3,0
30,28,1,35,15,0
4,7,39,0,0,0
3,34,7,32,5,1
0,29,36,24,10,0
6,37,0,1,27,0
30,51,28,57,3,0
10,27,10,39,9,1
24,55,30,31,13,0
20,34,17,5,10,1
6,40,36,21,11,0
14,13,22,26,13,1
28,19,0,3,29,0
26,22,26,54,28,0
24,19,27,13,6,0
6,17,14,34,1,1
22,10,21,25,6,0
25,9,15,60,27,0
9,34,39,45,5,0
20,28,37,28,2,0
23,5,25,27,18,0
3,40,32,20,25,0
17,33,21,18,4,1
10,53,5,48,2,0
12,29,29,18,6,1
11,54,23,6,27,0
18,21,28,46,5,1
3,6,26,54,21,0
15,42,37,47,23,0
8,22,30,13,15,1
23,18,5,27,12,0
13,55,14,8,9,0
13,21,29,8,16,1
20,18,1,26,25,0
7,38,19,35,29,0
23,4,10,19,28,0
13,35,18,0,10,1
0,43,20,21,27,0
3,21,35,2,19,0
30,20,33,46,2,0
25,32,3,4,29,0
27,36,3,4,16,0
28,46,9,23,21,0
25,22,24,14,13,0
9,26,29,15,23,0
15,2,22,8,29,0
8,46,36,59,13,0
16,5,2,23,9,1
17,40,11,36,19,1
15,53,25,34,11,0
0,41,9,24,8,1
15,14,6,10,9,1
29,28,22,4,0,0
23,39,30,32,26,0
19,9,3,27,18,1
17,25,33,7,17,0
29,13,0,9,14,0
5,33,30,30,5,1
25,55,10,11,25,0
15,14,9,36,2,1
29,38,30,54,20,0
18,49,15,38,6,0
4,5,33,38,20,0
8,25,5,5,26,0
10,29,25,37,0,1
21,6,32,5,14,0
6,24,16,56,0,0
24,1,31,9,4,0
15,0,13,58,8,0
13,54,40,45,4,0
22,30,24,1,21,0
0,23,19,25,19,1
28,11,31,29,3,0
25,27,12,57,12,0
14,35,6,4,2,1
25,34,29,5,26,0
24,1,32,9,26,0
14,14,15,59,27,0
16,16,17,8,10,1
26,28,10,42,12,0
14,5,39,12,17,0
11,20,33,45,24,0
8,33,37,60,1,0
29,6,35,45,24,0
22,42,30,45,26,0
8,35,9,33,23,0
30,13,14,3,10,0
0,34,1,45,3,1
21,10,1,33,2,0
3,45,26,19,5,1
27,4,33,10,3,0
2,6,38,2,29,0
0,45,30,48,10,1
8,43,16,21,3,1
7,17,1,32,25,0
17,3,7,33,6,1
13,43,35,2,4,0
19,40,12,3,18,1
23,3,7,30,30,0
1,13,2,7,16,1
7,11,40,27,26,0
10,51,2,54,22,0
27,4,11,51,14,0
28,0,15,30,13,0
1,42,27,54,18,0
11,2,24,26,30,0
17,34,4,57,12,0
19,3,8,33,30,0
3,54,35,3,0,0
15,34,6,21,27,0
20,20,32,54,20,0
29,40,19,58,7,0
21,41,35,22,19,0
9,9,23,44,16,1
1,8,6,16,28,0
19,37,28,55,8,0
17,12,27,3,22,0
2,39,18,29,23,0
9,30,17,43,1,1
11,21,7,32,19,1
25,33,8,43,5,0
4,46,15,39,30,0
2,17,32,52,2,0
15,52,37,45,2,0
3,54,32,38,0,0
11,20,9,28,15,1
9,39,20,37,24,0
27,42,14,22,4,0
12,25,36,39,13,0
25,55,12,56,9,0
29,16,24,23,27,0
15,9,21,6,22,0
25,38,21,3,16,0
19,4,7,2,20,1
21,1,6,2,11,0
1,43,21,44,27,0
9,6,8,12,13,1
19,55,35,12,30,0
28,18,13,44,3,0
8,44,27,25,2,1
4,12,13,0,17,1
16,7,11,21,14,1
0,4,37,10,22,0
21,31,29,35,20,0
17,53,23,52,20,0
30,24,13,35,14,0
9,14,13,49,29,0
14,48,31,14,23,0
2,8,13,42,2,1
10,24,7,25,17,1
30,47,25,28,17,0
10,21,32,11,4,0
7,27,35,29,21,0
27,18,26,30,22,0
6,42,33,44,12,0
25,41,2,28,18,0
29,36,3,33,13,0
10,55,25,12,1,0
24,21,38,3,15,0
29,23,23,42,11,0
22,25,39,59,7,0
22,39,5,40,10,0
14,42,14,5,9,1
16,17,4,3,28,0
14,52,3,60,25,0
13,7,20,43,5,1
17,28,34,2,13,0
12,49,37,6,17,0
19,14,27,32,27,0
14,36,3,32,6,1
20,0,39,23,21,0
16,50,35,27,2,0
15,49,1,49,20,0
16,4,30,50,18,1
20,39,35,18,30,0
13,15,39,1,27,0
29,18,31,51,27,0
15,30,5,10,3,1
18,0,23,51,22,0
11,18,34,41,21,0
27,31,19,59,3,0
22,38,38,1,7,0
26,13,24,22,6,0
25,5,35,36,19,0
1,27,32,11,15,0
18,0,1,60,27,0
24,22,26,1,18,0
20,41,31,30,14,0
12,11,40,16,16,0
8,16,15,28,10,1
9,18,13,19,3,1
8,44,30,51,6,0
19,0,31,8,17,0
29,27,6,25,0,0
6,20,2,42,18,1
23,51,8,1,17,0
15,37,5,1,10,1
26,11,9,1,10,0
17,2,7,44,24,0
19,9,35,20,22,0
27,11,10,9,15,0
29,8,1,5,10,0
5,30,34,38,23,0
6,24,31,12,25,0
6,20,22,11,28,0
29,11,40,25,15,0
20,16,9,3,12,1
12,11,15,59,28,0
15,55,37,42,0,0
10,55,21,27,11,0
7,13,29,29,30,0
23,13,11,47,21,0
22,8,35,36,4,0
21,6,35,41,30,0
0,44,29,43,2,1
30,24,2,23,21,0
7,24,39,45,7,0
18,4,26,55,0,0
4,6,2,41,27,0
18,48,16,4,9,0
14,48,17,29,6,0
0,47,21,33,9,0
2,24,19,44,8,1
8,14,26,6,15,1
18,0,7,25,18,1
2,1,8,13,3,1
14,27,35,33,26,0
17,4,40,5,19,0
25,24,31,1,6,0
15,30,33,20,2,0
14,8,40,29,23,0
24,40,18,45,22,0
15,38,9,10,27,0
6,50,0,55,17,0
8,53,14,21,23,0
22,21,34,35,29,0
8,11,34,48,18,0
7,3,4,8,27,0
11,14,0,57,27,0
7,47,8,21,8,0
30,10,4,3,20,0
4,38,14,26,28,0
15,4,0,2,5,1
9,28,29,33,17,1
28,55,9,32,10,0
11,44,35,11,27,0
11,0,34,55,24,0
22,1,11,39,23,0
6,22,9,18,15,1
20,40,18,42,5,1
3,1,13,51,16,0
1,28,6,57,13,0
16,52,1,23,9,0
17,52,9,36,14,0
3,23,38,54,28,0
29,12,16,30,15,0
29,19,21,40,18,0
1,17,24,39,29,0
6,42,33,0,11,0
29,46,25,60,27,0
10,17,7,0,0,1
8,19,39,58,2,0
28,39,9,13,2,0
15,4,0,0,22,0
28,34,29,19,0,0
23,30,7,13,0,0
12,24,19,11,23,0
17,19,12,14,2,1
12,40,35,16,0,0
25,16,33,57,29,0
10,13,29,48,16,1
12,17,0,15,3,1
9,18,11,53,29,0
30,19,35,28,4,0
18,21,36,55,4,0
4,33,0,55,3,0
26,32,14,30,16,0
7,46,8,40,13,0
21,14,30,10,9,0
21,9,6,32,15,0
8,39,0,1,12,1
4,2,10,51,27,0
1,2,24,40,21,0
28,52,27,12,27,0
9,52,30,24,5,0
3,14,0,30,30,0
21,36,11,43,26,0
7,43,36,46,15,0
21,8,32,58,5,0
3,20,12,39,1,1
17,20,21,60,21,0
18,39,36,2,5,0
12,28,4,12,19,1
11,42,2,16,22,0
7,31,5,56,14,0
2,34,27,58,26,0
5,10,26,1,2,1
20,41,9,49,13,1
1,26,8,3,28,0
1,17,36,35,16,0
9,46,33,23,19,0
4,47,17,24,2,0
25,37,4,35,10,0
29,55,13,10,14,0
21,28,5,4,22,0
27,19,18,35,10,0
3,52,16,30,0,0
11,1,7,20,30,0
6,54,34,19,17,0
30,39,30,27,17,0
16,45,34,6,18,0
26,10,28,6,6,0
26,19,9,34,21,0
20,39,17,44,5,1
11,19,13,11,25,0
21,38,20,37,12,0
7,46,31,53,14,0
3,1,37,35,18,0
2,30,15,6,10,1
5,55,32,12,24,0
21,31,22,25,30,0
27,35,4,7,11,0
23,45,1,59,3,0
2,14,30,17,29,0
17,0,4,17,19,1
20,1,36,43,21,0
29,30,25,35,10,0
8,29,15,7,28,0
8,4,7,33,20,1
23,28,10,38,3,0
25,8,18,16,1,0
10,7,25,52,17,0
3,50,4,0,11,0
0,10,9,18,24,0
12,26,14,8,14,1
26,8,6,10,8,0
5,40,6,30,25,0
28,0,30,22,6,0
9,3,23,35,8,1
9,2,36,41,13,0
12,25,3,42,9,1
20,26,35,53,21,0
18,19,35,0,24,0
16,30,17,41,29,0
14,24,36,8,9,0
9,32,6,16,25,0
25,42,5,57,21,0
0,43,26,20,23,0
21,3,8,3,2,0
5,53,18,44,8,0
14,51,3,31,24,0
8,47,28,33,28,0
16,28,5,31,8,1
4,1,10,39,5,1
24,43,5,47,22,0
6,30,20,53,13,0
12,35,5,2,20,1
1,44,22,54,14,0
18,21,34,41,9,0
22,13,29,20,2,0
12,12,24,46,8,1
14,44,11,23,0,1
23,48,28,24,1,0
26,52,10,23,4,0
3,49,20,17,29,0
8,53,24,28,7,0
25,23,9,37,25,0
26,3,0,24,20,0
14,35,38,29,27,0
20,35,23,48,1,1
18,38,3,59,20,0
0,53,29,0,26,0
9,46,10,31,30,0
18,29,9,41,22,0
12,46,8,30,2,0
5,32,3,26,27,0
25,21,30,33,9,0
8,53,9,38,0,0
19,49,25,3,19,0
19,20,15,41,14,1
6,22,28,55,19,0
18,2,9,36,29,0
8,16,0,42,19,1
11,17,3,27,4,1
5,55,0,40,7,0
8,30,30,40,17,1
1,47,32,22,8,0
11,14,2,8,16,1
14,15,34,38,11,0
11,12,17,27,19,1
9,12,19,19,12,1
25,13,13,39,23,0
22,43,29,9,9,0
16,45,9,43,28,0
29,53,0,53,10,0
4,7,15,2,25,0
3,21,3,10,3,1
28,9,2,8,10,0
2,9,16,23,27,0
26,30,31,59,26,0
12,24,16,23,4,1
9,16,17,35,9,1
28,7,8,45,26,0
5,33,0,27,12,1
0,28,4,0,26,0
30,19,15,26,20,0
2,7,16,3,14,1
22,39,38,20,0,0
1,40,39,28,20,0
18,54,16,6,5,0
3,6,8,38,29,0
12,48,17,40,2,0
26,45,9,36,27,0
4,6,4,42,21,0
12,51,30,56,8,0
9,48,1,50,7,0
7,49,36,36,22,0
27,37,0,39,23,0
22,30,39,37,13,0
27,52,18,41,5,0
10,52,15,15,2,0
23,11,37,7,26,0
8,34,18,46,5,1
1,16,20,39,3,1
30,37,18,26,17,0
17,38,6,19,16,1
11,19,32,57,25,0
19,24,39,40,30,0
19,17,3,29,2,1
19,51,23,40,3,0
9,22,40,20,8,0
19,41,25,12,26,0
15,43,23,40,10,1
29,7,33,6,25,0
25,14,32,27,30,0
7,18,1,8,26,0
27,49,30,42,21,0
14,24,1,29,18,1
21,9,7,5,13,0
10,5,29,43,22,0
20,35,36,16,30,0
13,46,14,34,17,0
25,37,17,44,23,0
27,22,2,29,9,0
26,16,5,41,8,0
17,34,4,48,5,1
21,0,14,10,0,0
3,9,4,35,30,0
15,55,36,60,15,0
9,0,8,17,7,1
28,26,40,20,28,0
24,28,5,30,30,0
15,50,11,2,5,0
22,40,38,19,12,0
25,46,31,46,27,0
11,29,27,36,19,1
22,26,8,34,25,0
2,18,35,27,2,0
27,22,21,34,6,0
5,46,35,37,18,0
23,54,32,23,14,0
7,41,30,7,10,1
5,33,40,56,27,0
16,19,27,39,12,1
8,45,5,45,4,1
18,20,5,1,13,1
17,7,27,18,21,0
7,26,27,42,12,1
3,20,10,27,26,0
23,6,30,47,19,0
18,46,7,9,23,0
5,18,25,13,20,1
23,45,31,33,28,0
10,36,0,23,19,1
9,40,11,59,18,0
3,15,36,56,17,0
26,8,0,6,27,0
9,5,38,46,7,0
10,3,1,52,10,0
19,10,23,39,29,0
0,18,33,18,22,0
22,38,22,24,10,0
12,5,1,55,26,0
26,23,31,35,16,0
21,41,22,45,20,0
15,46,36,18,19,0
11,10,39,12,9,0
10,47,2,16,22,0
0,20,6,39,14,1
27,55,2,13,9,0
1,42,28,58,11,0
21,51,8,46,5,0
20,35,0,48,29,0
7,50,33,58,28,0
0,18,38,48,21,0
25,1,21,51,7,0
11,51,19,18,27,0
26,10,18,9,16,0
24,20,31,4,5,0
5,25,21,37,9,1
23,0,25,34,1,0
23,6,21,8,15,0
11,10,21,42,28,0
13,39,5,19,23,0
7,38,5,13,23,0
12,45,20,27,0,1
11,31,19,49,8,1
22,15,32,11,5,0
29,40,16,32,7,0
29,33,31,5,15,0
14,38,1,19,21,0
2,12,0,12,10,1
13,3,33,16,11,0
28,42,20,44,17,0
11,9,21,9,24,0
11,24,17,12,23,0
1,18,8,6,16,1
4,54,31,1,4,0
7,44,25,28,7,1
15,16,24,43,14,1
17,40,37,50,16,0
7,0,6,52,6,0
12,22,23,53,18,0
3,40,24,19,30,0
29,3,22,29,5,0
22,52,2,9,18,0
8,39,33,56,24,0
10,16,37,1,11,0
26,23,35,47,4,0
1,21,29,44,11,1
22,33,3,48,2,0
8,35,24,39,22,0
6,43,1,44,6,1
21,25,7,14,8,0
30,10,22,12,4,0
21,20,15,14,7,0
5,35,11,0,2,1
0,55,21,36,17,0
28,32,16,21,13,0
4,17,28,41,30,0
29,54,1,42,9,0
13,36,37,50,18,0
14,46,6,0,22,0
20,18,21,20,21,0
2,29,26,54,21,0
12,10,39,24,10,0
1,1,25,8,23,0
29,0,0,52,30,0
15,4,34,44,10,0
13,46,31,8,15,0
25,38,33,12,24,0
8,52,38,0,21,0
23,19,38,6,23,0
17,2,34,5,11,0
28,16,17,42,8,0
17,46,0,26,19,0
28,6,13,52,8,0
14,37,33,38,5,0
20,49,11,41,22,0
3,51,4,46,1,0
23,8,27,46,8,0
28,55,27,22,28,0
20,31,1,40,9,1
28,31,6,33,7,0
11,33,13,10,11,1
7,9,7,52,27,0
16,49,21,23,20,0
12,45,7,14,28,0
17,16,14,33,18,1
6,50,27,54,17,0
25,37,15,5,7,0
23,51,4,39,21,0
5,22,24,16,6,1
26,35,31,45,6,0
2,3,24,0,23,0
11,11,35,24,25,0
6,39,6,35,0,1
0,14,3,54,24,0
9,16,36,48,4,0
5,39,13,18,23,0
24,16,24,42,9,0
28,36,13,29,12,0
3,32,1,1,22,0
30,29,16,5,11,0
10,34,33,10,10,0
20,42,26,52,23,0
4,5,19,43,18,1
10,15,24,52,3,0
22,7,36,10,21,0
12,23,36,16,18,0
22,21,20,24,9,0
10,38,35,36,0,0
11,16,17,9,5,1
12,34,18,30,6,1
25,52,1,45,5,0
12,20,16,45,15,1
4,27,30,48,30,0
4,27,35,26,26,0
26,2,18,59,14,0
6,24,19,4,1,1
25,44,2,45,4,0
3,31,23,47,21,0
4,6,19,23,19,1
24,29,11,55,27,0
13,42,19,49,20,1
17,28,14,21,13,1
17,48,15,41,7,0
12,6,6,19,15,1
21,14,39,60,1,0
4,18,40,21,10,0
11,12,30,39,9,1
10,21,17,6,1,1
0,28,16,7,21,0
7,21,8,14,10,1
9,22,22,19,2,1
21,52,12,30,24,0
15,28,5,23,6,1
4,47,4,11,4,0
13,8,10,7,1,1
15,54,25,45,29,0
0,45,12,38,14,1
22,37,38,31,19,0
23,35,37,24,6,0
30,9,26,24,10,0
18,29,25,57,17,0
9,10,15,1,17,1
11,53,32,48,3,0
23,15,15,44,14,0
17,48,36,26,11,0
18,54,1,45,12,0
22,14,11,11,6,0
12,4,25,52,12,0
15,17,1,29,9,1
16,46,3,10,28,0
30,14,20,57,17,0
3,52,19,36,14,0
25,20,31,48,6,0
6,19,31,50,0,0
11,42,23,60,22,0
15,26,38,51,8,0
12,2,14,13,26,0
15,10,33,4,11,0
18,49,14,41,30,0
10,27,15,21,20,1
15,8,20,22,28,0
0,42,4,5,28,0
15,13,20,28,7,1
20,13,22,12,0,1
0,4,8,21,2,1
6,49,5,46,18,0
4,31,1,28,19,1
15,29,4,39,13,1
26,53,14,31,15,0
14,35,8,25,24,0
14,18,26,59,6,0
3,55,38,27,0,0
21,35,5,17,14,0
2,8,3,6,12,1
11,55,8,19,18,0
0,1,35,2,26,0
22,42,21,17,27,0
6,18,17,2,21,0
29,38,0,60,4,0
13,18,15,0,5,1
4,42,17,24,14,1
14,13,29,28,29,0
7,50,37,46,17,0
17,14,34,6,9,0
1,35,35,27,26,0
10,11,15,59,26,0
30,40,39,49,15,0
21,40,11,28,6,0
16,53,39,8,20,0
16,18,26,57,9,0
24,12,38,12,21,0
2,52,1,45,16,0
1,24,11,20,7,1
29,42,34,51,16,0
20,16,10,32,19,1
26,37,10,31,7,0
21,53,40,45,2,0
18,12,1,21,3,1
3,37,37,24,26,0
11,5,9,44,10,1
2,23,16,46,6,1
27,22,31,10,24,0
19,19,12,26,8,1
21,19,23,49,27,0
19,8,33,31,10,0
23,18,5,4,24,0
25,12,27,5,16,0
0,36,0,38,6,1
26,9,1,30,22,0
18,4,21,45,27,0
11,45,26,13,28,0
30,24,25,34,5,0
15,18,24,51,9,0
6,50,12,16,28,0
29,8,2,7,4,0
17,46,26,3,6,0
17,50,12,7,28,0
7,18,29,58,29,0
1,52,40,42,18,0
27,3,6,34,18,0
21,20,9,30,28,0
14,29,22,53,6,0
12,39,36,33,18,0
21,27,9,59,8,0
16,53,26,10,0,0
21,25,11,17,21,0
19,9,15,54,9,0
18,12,17,3,2,1
8,32,30,55,25,0
15,19,14,49,0,1
28,25,21,33,10,0
12,47,9,42,10,0
13,36,3,3,15,1
8,15,17,51,10,0
1,0,18,48,30,0
11,15,13,30,29,0
9,30,39,3,20,0
24,50,35,31,5,0
19,7,13,25,30,0
25,43,30,45,22,0
2,34,36,23,27,0
0,32,26,47,2,1
9,12,33,11,23,0
27,52,16,60,21,0
25,28,26,35,3,0
0,23,36,7,11,0
15,42,16,44,6,1
4,42,22,19,3,1
4,36,3,9,22,0
8,11,38,27,12,0
21,7,3,10,10,0
9,43,22,16,0,1
11,53,6,36,17,0
13,45,9,11,25,0
18,24,25,46,15,1
4,11,11,17,16,1
0,48,4,54,16,0
23,46,31,38,26,0
7,20,31,12,13,0
12,45,4,33,21,0
6,43,3,1,10,1
0,0,39,17,22,0
10,41,23,55,1,0
6,14,17,41,9,1
20,52,15,9,0,0
7,55,29,40,25,0
11,51,6,39,23,0
18,52,24,48,8,0
4,31,36,46,0,0
9,41,35,7,20,0
1,20,40,41,0,0
28,20,27,18,3,0
27,50,18,46,21,0
28,54,23,2,29,0
7,16,37,58,25,0
29,49,9,3,24,0
27,52,34,53,18,0
22,37,38,50,25,0
22,8,20,36,13,0
24,53,24,49,25,0
22,16,2,1,2,0
11,21,39,16,2,0
12,3,19,15,9,1
15,23,10,21,9,1
11,40,7,10,24,0
29,30,29,59,8,0
7,0,21,18,29,0
12,31,3,26,18,1
15,27,38,34,20,0
25,41,14,34,5,0
18,15,28,56,2,0
0,32,12,10,15,1
29,25,15,17,25,0
25,24,5,10,12,0
16,1,20,32,16,1
4,50,4,50,4,0
13,19,23,4,12,1
8,17,27,56,26,0
11,12,28,20,0,1
17,4,34,18,25,0
16,6,9,4,16,1
26,9,36,55,14,0
12,50,25,27,8,0
2,9,20,48,18,1
19,11,10,38,23,0
27,38,8,41,13,0
27,14,5,56,29,0
25,11,35,2,25,0
29,39,1,8,17,0
11,26,19,5,13,1
7,36,28,0,26,0
2,35,28,9,16,1
8,30,14,38,2,1
12,25,37,59,19,0
12,30,19,13,17,1
11,36,33,0,18,0
10,2,15,40,16,1
4,0,1,19,3,1
2,39,11,29,3,1
17,5,22,12,21,0
9,34,30,51,7,0
11,54,17,44,2,0
9,34,18,22,11,1
8,34,0,52,27,0
9,18,9,19,14,1
21,43,22,52,8,0
18,49,4,44,0,0
2,21,19,57,23,0
16,18,4,59,3,0
28,42,32,26,30,0
30,24,10,40,15,0
10,25,20,8,13,1
26,15,21,6,23,0
26,34,38,22,1,0
2,55,13,11,30,0
5,41,32,16,19,0
27,15,13,29,12,0
18,47,26,12,0,0
25,38,6,45,12,0
12,44,16,37,19,1
1,2,24,1,27,0
28,40,25,55,20,0
30,44,29,19,29,0
22,35,9,27,15,0
28,14,4,39,24,0
30,51,2,29,26,0
7,32,18,49,19,1
25,41,23,13,25,0
11,46,38,43,1,0
25,16,24,54,19,0
1,52,2,41,16,0
0,37,12,34,7,1
3,23,39,5,8,0
19,15,4,24,21,0
24,50,30,53,15,0
19,12,13,29,8,1
2,14,16,56,4,0
20,19,39,22,1,0
20,25,38,28,26,0
18,9,39,2,2,0
16,42,8,54,25,0
0,31,12,18,10,1
20,20,30,40,21,0
1,19,23,52,30,0
24,50,5,34,26,0
29,39,25,15,0,0
8,34,5,42,6,1
13,5,9,36,27,0
16,0,12,16,30,0
1,45,16,27,3,1
27,28,12,32,13,0
11,29,6,39,29,0
18,32,36,45,29,0
3,19,36,27,10,0
28,16,7,29,24,0
9,54,4,9,25,0
24,4,5,31,7,0
16,10,27,12,16,1
24,22,13,2,28,0
3,49,2,39,22,0
20,50,10,38,17,0
6,10,18,24,24,0
18,40,8,57,11,0
10,24,40,2,3,0
4,46,20,36,9,0
1,35,37,48,10,0
10,7,27,53,18,0
26,48,5,29,13,0
21,3,12,28,0,0
10,18,19,4,4,1
30,16,40,50,15,0
9,25,19,56,7,0
4,51,21,43,10,0
14,31,31,53,9,0
21,11,19,6,8,0
6,17,2,56,0,0
1,0,40,39,25,0
2,48,7,25,15,0
21,25,32,27,2,0
1,38,15,34,13,1
21,39,31,32,7,0
23,49,18,23,24,0
10,30,26,41,12,1
21,16,0,44,5,0
12,55,6,53,7,0
26,11,16,23,17,0
13,50,36,30,25,0
22,11,37,24,16,0
0,41,20,22,12,1
29,22,35,46,27,0
9,43,24,17,17,1
11,14,35,15,22,0
10,7,12,26,8,1
13,41,36,32,17,0
23,2,21,8,14,0
15,51,28,16,7,0
7,6,22,12,17,1
25,51,17,0,11,0
23,20,23,54,7,0
9,7,19,8,10,1
16,52,19,57,8,0
4,33,33,4,7,0
6,9,29,5,28,0
3,35,27,39,19,1
22,5,31,15,6,0
7,30,6,18,1,1
1,50,32,7,9,0
13,16,36,29,23,0
30,41,22,57,14,0
5,33,33,55,15,0
1,18,27,30,14,1
27,46,12,15,1,0
6,2,4,11,20,1
20,17,1,13,0,1
0,41,20,12,20,1
10,24,23,47,26,0
21,19,3,46,18,0
19,15,12,46,0,1
8,37,16,52,8,0
7,38,21,10,15,1
15,14,33,41,19,0
10,21,28,13,26,0
3,21,3,47,26,0
19,45,4,52,7,0
14,22,35,46,8,0
12,3,6,50,25,0
22,22,26,45,12,0
29,24,31,5,6,0
0,16,1,9,12,1
14,2,22,57,9,0
17,19,12,23,18,1
24,41,36,50,26,0
2,35,28,30,28,0
22,36,33,7,12,0
2,14,8,10,18,1
18,7,0,43,25,0
26,17,16,42,10,0
10,39,31,3,1,0
23,38,31,38,17,0
4,11,4,34,15,1
10,55,24,5,17,0
14,12,28,8,4,1
7,25,12,18,29,0
21,26,36,50,26,0
12,12,38,46,5,0
13,6,6,23,3,1
2,38,30,42,5,1
4,32,17,52,1,0
5,31,4,59,19,0
17,45,5,2,8,1
28,35,6,50,17,0
19,6,39,39,22,0
29,42,11,1,1,0
19,47,17,18,6,0
16,27,15,34,21,0
9,32,5,32,29,0
3,52,17,57,7,0
6,48,24,60,10,0
12,8,38,52,28,0
27,30,4,53,6,0
21,43,31,32,27,0
26,44,8,8,22,0
11,21,38,18,29,0
16,18,18,2,11,1
11,35,32,20,29,0
14,18,8,43,6,1
3,10,9,5,2,1
15,16,12,8,17,1
22,48,35,26,22,0
28,46,18,52,22,0
21,9,37,2,2,0
3,16,11,33,29,0
29,4,7,46,3,0
14,1,6,34,0,1
20,36,22,40,3,1
14,42,15,51,1,0
12,11,0,16,5,1
15,23,18,2,17,1
11,49,22,27,29,0
12,8,27,34,5,1
26,18,21,12,22,0
0,33,22,15,7,1
1,34,20,37,24,0
24,48,5,41,12,0
0,28,19,17,9,1
3,47,0,8,28,0
19,29,11,17,1,1
12,44,15,59,17,0
2,42,40,47,13,0
5,50,1,34,19,0
13,40,2,55,6,0
2,41,19,37,18,1
22,3,38,60,8,0
8,49,23,13,4,0
20,15,33,54,23,0
10,12,32,36,22,0
21,42,30,56,8,0
19,6,24,38,1,1
22,17,33,2,13,0
27,9,6,48,17,0
20,13,36,28,3,0
26,21,14,20,21,0
11,36,27,47,16,1
11,25,7,8,3,1
10,46,9,24,11,0
18,51,32,57,13,0
15,37,24,43,12,1
10,11,9,16,30,0
3,7,37,12,2,0
17,43,29,35,11,1
3,20,16,34,25,0
0,45,4,30,5,1
23,19,25,13,10,0
3,52,27,25,0,0
10,42,1,34,8,1
12,35,31,13,6,0
22,13,21,50,3,0
1,45,28,57,13,0
9,21,9,8,3,1
26,25,32,46,1,0
23,38,15,18,16,0
1,42,21,7,27,0
11,25,15,14,11,1
7,23,2,11,3,1
16,42,33,14,8,0
7,27,31,24,11,0
11,22,12,15,12,1
2,19,10,0,5,1
20,34,21,0,19,1
11,27,17,21,26,0
6,37,12,2,18,1
21,34,11,46,0,0
26,17,5,6,7,0
3,52,37,10,22,0
28,36,35,24,4,0
14,33,25,20,4,1
10,31,21,24,28,0
26,26,3,22,5,0
9,40,9,27,30,0
13,14,1,24,1,1
25,42,3,55,17,0
30,35,19,20,8,0
21,3,0,47,10,0
5,22,6,4,22,0
2,9,16,12,30,0
8,34,6,4,10,1
10,37,19,2,20,1
9,27,14,48,21,0
9,25,25,20,26,0
3,15,28,29,19,1
8,31,35,5,22,0
24,32,28,35,13,0
27,31,18,38,28,0
23,36,2,47,10,0
25,23,4,10,8,0
7,8,23,29,21,0
27,10,29,0,22,0
21,32,17,26,10,0
8,21,20,25,9,1
19,44,16,0,6,1
2,42,2,10,17,1
4,36,38,30,21,0
15,29,11,14,8,1
29,44,8,39,18,0
0,19,24,58,7,0
27,40,4,26,4,0
18,51,12,11,11,0
11,11,6,36,15,1
15,25,16,57,23,0
27,47,0,9,23,0
0,10,19,60,8,0
2,23,22,21,13,1
12,33,13,45,20,1
27,36,18,12,17,0
10,55,26,0,15,0
13,22,13,0,24,0
2,51,33,7,29,0
5,36,7,46,17,1
4,47,4,55,25,0
15,43,13,35,27,0
15,49,6,54,11,0
16,42,31,41,18,0
7,10,18,37,8,1
10,10,30,55,4,0
28,2,33,0,6,0
23,23,19,32,10,0
3,40,33,32,23,0
6,39,29,54,7,0
15,32,17,37,23,0
23,18,14,2,2,0
7,27,9,42,12,1
11,11,33,9,21,0
9,13,19,47,11,1
19,30,32,51,9,0
7,5,21,40,16,1
12,39,37,29,25,0
18,18,35,3,18,0
7,18,5,55,20,0
15,12,25,8,1,1
9,19,13,19,20,1
27,17,40,7,19,0
18,14,40,56,27,0
25,34,31,4,25,0
16,11,4,24,5,1
3,10,4,43,25,0
14,49,5,39,26,0
22,43,10,11,23,0
5,42,21,23,8,1
19,20,17,34,22,0
22,53,22,20,19,0
21,3,10,43,10,0
11,1,39,22,18,0
7,51,33,8,28,0
11,46,37,13,21,0
21,33,22,52,28,0
